Id,,Ship Date,Deliv Date,Trailer Number,Equipment,UPPER([Driver]),UPPER([Truck Number]),Cons City,Cons State,Con Zip,Ship City,Ship State,Ship Zip,Max. Miles,Max. Total Carr Adj,Max. Total Cust Rate
1486470,#REF!,2/7/18 0:00,2/15/18 0:00,CUT 2/12,40 HC,HYUNDAI,EXPORT,SPARTANBURG,SC,29304,CHARLESTON,SC,29407,201,"$1,500.00","$1,600.00"
1486476,#REF!,2/5/18 0:00,2/6/18 0:00,CUT 2/12,40 HC,MAERSK,EXPORT,SPARTANBURG,SC,29304,CHARLESTON,SC,29407,201,"$1,900.00","$2,200.00"
1486481,#REF!,1/29/18 0:00,2/16/18 0:00,,40 HC,MSC,IMPORT,MARIETTA,GA,30062,SAVANNAH,GA,31408,274,"$2,000.00","$2,200.00"
1486491,#REF!,1/29/18 0:00,2/16/18 0:00,ETA 1/28,40 HC,MSC,IMPORT,MARIETTA,GA,30062,SAVANNAH,GA,31408,274,"$1,900.00","$2,200.00"
1486497,#REF!,1/29/18 0:00,2/19/18 0:00,,40 HC,MSC,IMPORT,MARIETTA,GA,30062,SAVANNAH,GA,31408,274,"$2,100.00","$2,200.00"
1486527,#REF!,1/29/18 0:00,2/2/18 0:00,,20FT CONTAINER,MSC,IMPORT,MCMINNVILLE,TN,37110,SAVANNAH,GA,31408,441,"$3,400.00","$3,200.00"
1486535,#REF!,2/1/18 0:00,2/16/18 0:00,LFD 02/12,40 STD,MSC,IMPORT,DAVENPORT,FL,33897,JACKSONVILLE,FL,32584,0,"$1,400.00","$1,600.00"
1486538,#REF!,1/29/18 0:00,1/31/18 0:00,cut,40 HC,COSCO,EXPORT,HOUSTON,TX,77055,LA PORTE,TX,77571,35,$800.00,$900.00
1486544,#REF!,2/1/18 0:00,2/19/18 0:00,LFD 02/12,40 STD,MSC,IMPORT,DAVENPORT,FL,33897,JACKSONVILLE,FL,32584,0,"$1,400.00","$1,600.00"
1486553,#REF!,1/29/18 0:00,2/1/18 0:00,,40 HC,MSC,IMPORT,MORROW,GA,30260,SAVANNAH,GA,31408,236,"$1,900.00","$2,000.00"
1486567,#REF!,1/29/18 0:00,2/5/18 0:00,,40 HC,MSC,IMPORT,MORROW,GA,30260,SAVANNAH,GA,31408,236,"$1,600.00","$2,000.00"
1486581,#REF!,2/2/18 0:00,2/5/18 0:00,ETA 2/3,40 HC,HAPAG LLYOD,IMPORT,GLENN HEIGHTS,TX,75154,WILMER,TX,75172,10,$700.00,$900.00
1486598,#REF!,1/29/18 0:00,1/31/18 0:00,LFD 1/31,20FT CONTAINER,APL,IMPORT,AURORA,CO,80011,DENVER,CO,TBD,0,"$1,200.00","$1,200.00"
1486599,#REF!,1/29/18 0:00,1/31/18 0:00,LFD 1/31,20FT CONTAINER,APL,IMPORT,AURORA,CO,80011,DENVER,CO,TBD,0,"$1,100.00","$1,100.00"
1486600,#REF!,1/29/18 0:00,1/31/18 0:00,LFD 1/31,20FT CONTAINER,APL,IMPORT,AURORA,CO,80011,DENVER,CO,TBD,0,$800.00,$800.00
1486603,#REF!,1/29/18 0:00,2/20/18 0:00,,40 HC,MSC,IMPORT,NORCROSS,GA,30092,SAVANNAH,GA,31408,267,"$1,900.00","$2,200.00"
1486604,#REF!,1/31/18 0:00,1/31/18 0:00,ETA 1/30,20FT CONTAINER,KLINE,IMPORT,MIDDLETON,WI,53562,CHICAGO,IL,60629,163,"$1,900.00","$2,200.00"
1486673,#REF!,1/31/18 0:00,2/5/18 0:00,ETA 1/29,40 HC,K LINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,200.00","$1,200.00"
1486689,#REF!,1/29/18 0:00,2/16/18 0:00,,40 HC,MSC,IMPORT,ATLANTA,GA,30336,SAVANNAH,GA,31408,260,"$1,800.00","$1,900.00"
1486695,#REF!,1/29/18 0:00,2/1/18 0:00,ETA TBD,40FT CONTAINER,APL,IMPORT,NORTH BROOKFIELD,MA,1535,BOSTON,MA,2127,65,"$1,000.00","$1,300.00"
1486697,#REF!,2/1/18 0:00,2/1/18 0:00,ETA TBD,20FT CONTAINER,HYUNDAI,IMPORT,KATY,TX,77494,SAN PEDRO,CA,90731,1531,"$1,700.00","$8,900.00"
1486701,#REF!,1/29/18 0:00,2/15/18 0:00,,40 HC,MSC,IMPORT,ATLANTA,GA,30336,SAVANNAH,GA,31408,260,"$1,800.00","$1,900.00"
1486713,#REF!,1/31/18 0:00,1/31/18 0:00,LFD 1/25,40 STD,APL,IMPORT,FRAZEYSBURG,OH,43822,COLUMBUS,OH,43228,67,"$1,000.00","$1,400.00"
1486716,#REF!,1/31/18 0:00,2/5/18 0:00,43130,40 HC,KLINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,000.00","$1,100.00"
1486719,#REF!,1/31/18 0:00,1/31/18 0:00,LFD 1/26,40 STD,APL,IMPORT,FRAZEYSBURG,OH,43822,COLUMBUS,OH,43228,67,$700.00,"$1,300.00"
1486723,#REF!,1/29/18 0:00,2/13/18 0:00,,40 HC,MSC,IMPORT,VILLA RICA,GA,30180,SAVANNAH,GA,31408,283,"$1,900.00","$2,300.00"
1486736,#REF!,1/29/18 0:00,2/8/18 0:00,,40 HC,MSC,IMPORT,VILLA RICA,GA,30180,SAVANNAH,GA,31408,283,"$1,900.00","$2,300.00"
1486737,#REF!,1/31/18 0:00,2/5/18 0:00,eta 1/30,40 HC,KLINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,200.00","$1,300.00"
1486754,#REF!,1/29/18 0:00,2/8/18 0:00,,40 HC,MSC,IMPORT,VILLA RICA,GA,30180,SAVANNAH,GA,31408,283,"$2,100.00","$2,500.00"
1486756,#REF!,1/29/18 0:00,2/2/18 0:00,CUT 2/2,40 HC,CMA,EXPORT,INDIANAPOLIS,IN,46219,EVENDALE,OH,45241,109,"$1,200.00","$1,300.00"
1486757,#REF!,1/31/18 0:00,2/2/18 0:00,ETA 1/29,40 HC,K LINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,100.00","$1,100.00"
1486769,#REF!,1/29/18 0:00,2/2/18 0:00,CUT 2/9,40 HC,CMA,EXPORT,INDIANAPOLIS,IN,46219,EVENDALE,OH,45241,109,"$1,200.00","$1,300.00"
1486775,#REF!,1/29/18 0:00,2/2/18 0:00,CUT 2/9,40 HC,CMA,EXPORT,INDIANAPOLIS,IN,46219,EVENDALE,OH,45241,109,"$1,200.00","$1,300.00"
1486781,#REF!,1/31/18 0:00,2/9/18 0:00,ETA TBD,40FT REEFER,APL,IMPORT,LYNCHBURG,VA,24501,NORFOLK,VA,23510,192,"$1,500.00","$1,600.00"
1486783,#REF!,1/29/18 0:00,2/2/18 0:00,CUT 2/9,40 HC,CMA,EXPORT,INDIANAPOLIS,IN,46219,EVENDALE,OH,45241,109,"$1,200.00","$1,300.00"
1486785,#REF!,1/29/18 0:00,2/12/18 0:00,,40 HC,MSC,IMPORT,VILLA RICA,GA,30180,SAVANNAH,GA,31408,283,"$1,900.00","$2,300.00"
1486786,#REF!,1/29/18 0:00,2/2/18 0:00,CUT 2/9,40 HC,CMA,EXPORT,INDIANAPOLIS,IN,46219,EVENDALE,OH,45241,109,$200.00,$0.00
1486799,#REF!,1/29/18 0:00,2/9/18 0:00,,40 HC,MSC,IMPORT,VILLA RICA,GA,30180,SAVANNAH,GA,31408,283,"$2,200.00","$2,300.00"
1486806,#REF!,2/6/18 0:00,2/9/18 0:00,LFD 2/9,40 STD,COSCO,IMPORT,"STERLING HEIGHTS,",MI,48312,FERNDALE,MI,48220,13,$800.00,$800.00
1486819,#REF!,1/29/18 0:00,2/7/18 0:00,,40 HC,MSC,IMPORT,VILLA RICA,GA,30180,SAVANNAH,GA,31408,283,"$1,900.00","$2,300.00"
1486845,#REF!,2/2/18 0:00,2/8/18 0:00,ETA 2/2,20 STD,HAPAG,IMPORT,SAN LEANDRO,CA,94577,OAKLAND,CA,94607,13,$700.00,$800.00
1486875,#REF!,1/29/18 0:00,2/6/18 0:00,,40 HC,MSC,IMPORT,MARIETTA,GA,30066,SAVANNAH,GA,31408,278,"$2,000.00","$2,400.00"
1486880,#REF!,1/31/18 0:00,2/1/18 0:00,ETA 1/29,40 HC,K LINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,000.00","$1,100.00"
1486891,#REF!,1/31/18 0:00,2/1/18 0:00,ETA 1/29,40 HC,K LINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,000.00","$1,100.00"
1486894,#REF!,1/31/18 0:00,2/5/18 0:00,eta 1/29,40 HC,K LINE,IMPORT,MORENO VALLEY,CA,92551,WILMINGTON,CA,90744,72,"$1,100.00","$1,200.00"
1486916,#REF!,1/29/18 0:00,2/5/18 0:00,LFD 2/01,40 STD,MAERSK,IMPORT,FLETCHER,NC,28732,MOUNT PLEASANT,SC,29464,256,"$2,700.00","$3,800.00"
1486943,#REF!,1/30/18 0:00,1/31/18 0:00,CUT 2/02,40 HC,MSC,EXPORT,INDIANAPOLIS,IN,46229,CHICAGO,IL,60608,193,"$1,700.00","$1,900.00"
1487026,#REF!,1/29/18 0:00,2/8/18 0:00,ETA TBD,40FT CONTAINER,MSC,IMPORT,BALTIMORE,MD,21230,BALTIMORE,MD,21222,12,$600.00,"$1,000.00"
1487044,#REF!,1/29/18 0:00,2/8/18 0:00,ETA 1/30,40 HC,MSC,IMPORT,BALTIMORE,MD,21230,BALTIMORE,MD,21222,12,$600.00,$600.00
1487046,#REF!,2/16/18 0:00,2/16/18 0:00,CUT 2/15,40 STD,SEALAND,EXPORT,CARTERSVILLE,GA,30121,GARDEN CITY,GA,31406,301,"$2,000.00","$2,200.00"
1487054,#REF!,1/29/18 0:00,2/2/18 0:00,ETA 1/29,40 HC,EVERGREEN,IMPORT,ALBION,NY,14411,ELIZABETH,NJ,7201,350,"$2,900.00","$3,200.00"
1487061,#REF!,2/16/18 0:00,2/16/18 0:00,CUT 2/15,40FT CONTAINER,SEALAND,EXPORT,CARTERSVILLE,GA,30121,GARDEN CITY,GA,31406,301,"$2,000.00","$2,200.00"
1487068,#REF!,1/30/18 0:00,1/31/18 0:00,CUT 2/5,40 HC,APL,EXPORT,GALVESTON,TX,77550,HOUSTON,TX,77013,52,$800.00,$900.00
1487071,#REF!,1/29/18 0:00,2/5/18 0:00,ETA 1/29,40FT CONTAINER,CANADIAN NATIONAL,IMPORT,INDIANAPOLIS,IN,46219,HARVEY,IL,60636,186,"$2,500.00","$2,600.00"
1487075,#REF!,1/30/18 0:00,1/30/18 0:00,cut 2/5,40 HC,APL,EXPORT,GALVESTON,TX,77550,HOUSTON,TX,77013,52,$800.00,$900.00
1487077,#REF!,2/1/18 0:00,2/1/18 0:00,CUT 2/5,40 HC,APL,EXPORT,GALVESTON,TX,77550,HOUSTON,TX,77013,52,"$1,000.00",$900.00
1487101,#REF!,2/1/18 0:00,2/1/18 0:00,CUT 2/5,40 HC,APL,EXPORT,GALVESTON,TX,77550,HOUSTON,TX,77013,52,$800.00,$900.00
1487106,#REF!,2/1/18 0:00,2/1/18 0:00,CUT 2/5,40 HC,APL,EXPORT,GALVESTON,TX,77550,HOUSTON,TX,77013,52,"$1,000.00",$900.00
1487112,#REF!,2/1/18 0:00,2/1/18 0:00,CUT 2/5,40 HC,APL,EXPORT,GALVESTON,TX,77550,HOUSTON,TX,77013,52,"$1,000.00",$900.00
1487162,#REF!,2/6/18 0:00,2/12/18 0:00,ETA 1/27,40FT CONTAINER,APL,IMPORT,WINTER HAVEN,FL,33880,SAVANNAH,GA,31408,331,"$3,900.00","$4,600.00"
1487172,#REF!,2/6/18 0:00,2/13/18 0:00,LFD 2/07,40FT REEFER,APL,IMPORT,WINTER HAVEN,FL,33880,SAVANNAH,GA,31408,331,"$4,200.00","$4,700.00"
1487213,#REF!,2/8/18 0:00,2/2/18 0:00,ERD 2/1 - CUT 2/6,40 HC,MSC,EXPORT,TAYLOR,TX,76574,SEABROOK,TX,77586,187,"$1,500.00","$1,700.00"
1487222,#REF!,2/2/18 0:00,2/5/18 0:00,ERD 2/1 - CUT 2/6,40 HC,MSC,EXPORT,TAYLOR,TX,76574,SEABROOK,TX,77586,187,"$1,500.00","$1,700.00"
1487259,#REF!,2/8/18 0:00,2/15/18 0:00,ETA 2/7,20FT CONTAINER,HAPAG,IMPORT,WARREN,MI,48091,DETROIT,MI,TBD,0,$800.00,"$1,100.00"
1487286,#REF!,1/29/18 0:00,2/6/18 0:00,,40FT REEFER,MSC,IMPORT,ATLANTA,GA,30336,SAVANNAH,GA,31408,260,"$2,000.00","$2,300.00"
1487310,#REF!,1/29/18 0:00,2/8/18 0:00,ETA 2/2,20FT CONTAINER,COSCO,IMPORT,ASHEBORO,NC,27205,MOUNT PLEASANT,SC,29464,258,"$2,800.00","$2,900.00"
1487319,#REF!,1/29/18 0:00,2/8/18 0:00,ETA 2/2,40FT CONTAINER,COSCO,IMPORT,ASHEBORO,NC,27205,MOUNT PLEASANT,SC,29464,258,"$2,600.00","$2,800.00"
1487326,#REF!,1/29/18 0:00,2/8/18 0:00,ETA 2/2,40 HC,COSCO,IMPORT,ASHEBORO,NC,27205,MOUNT PLEASANT,SC,29464,258,"$2,600.00","$2,700.00"
1487352,#REF!,1/29/18 0:00,1/29/18 0:00,eta 2/08,40 HC,ZIM,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,$900.00,"$1,100.00"
1487360,#REF!,2/1/18 0:00,2/1/18 0:00,eta 2/12,40 HC,ZIM,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,"$1,100.00","$1,200.00"
1487370,#REF!,1/29/18 0:00,1/29/18 0:00,eta 2/12,40 HC,COSCO,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,$700.00,"$1,000.00"
1487371,#REF!,1/29/18 0:00,1/29/18 0:00,eta 2/12,40 HC,COSCO,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,$700.00,"$1,000.00"
1487379,#REF!,2/1/18 0:00,2/1/18 0:00,eta 2/26,40 HC,COSCO,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,$700.00,"$1,000.00"
1487384,#REF!,1/29/18 0:00,1/29/18 0:00,eta 2/09,20FT CONTAINER,COSCO,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,$800.00,"$1,000.00"
1487386,#REF!,2/2/18 0:00,2/5/18 0:00,ARRIVED 1/27,40 HC,OOCL,IMPORT,SAN JOSE,CA,95112,OAKLAND,CA,95112,0,$900.00,"$1,000.00"
1487388,#REF!,1/29/18 0:00,1/29/18 0:00,eta 2/12,40 HC,COSCO,IMPORT,PONTIAC,MI,48340,DETROIT,MI,48126,40,$900.00,"$1,100.00"
1487405,#REF!,1/29/18 0:00,2/5/18 0:00,ETA 1/30,40FT CONTAINER,MSC,IMPORT,BUENA PARK,CA,90621,LONG BEACH,CA,90813,21,"$1,000.00","$1,200.00"
1487408,#REF!,1/29/18 0:00,1/31/18 0:00,LFD 1/31,20FT CONTAINER,MSC,IMPORT,AURORA,CO,80011,DENVER,CO,TBD,0,$800.00,$800.00
1487448,#REF!,1/29/18 0:00,1/31/18 0:00,CUT 2/2,40 HC,OOCL,EXPORT,SALT LAKE CITY,UT,84101,SALT LAKE CITY,UT,84104,4,$500.00,$700.00
1487478,#REF!,1/29/18 0:00,1/29/18 0:00,ETA 2/05,40 HC,APL,IMPORT,POST FALLS,ID,83854,SEATTLE,WA,98421,315,"$2,800.00","$3,500.00"
1487486,#REF!,1/29/18 0:00,1/29/18 0:00,ETA 2/05,20FT CONTAINER,APL,IMPORT,POST FALLS,ID,83854,SEATTLE,WA,98421,315,"$2,800.00","$3,300.00"
1487487,#REF!,1/29/18 0:00,2/6/18 0:00,eta 2/2,20FT CONTAINER,K LINE,IMPORT,PINEBLUFF,NC,28373,MOUNT PLEASANT,SC,29464,223,"$2,400.00","$2,500.00"
1487491,#REF!,1/29/18 0:00,1/29/18 0:00,ETA 2/05,20FT CONTAINER,APL,IMPORT,POST FALLS,ID,83854,SEATTLE,WA,98421,315,"$2,500.00","$3,300.00"
1487504,#REF!,1/29/18 0:00,1/29/18 0:00,ETA 2/05,40 HC,APL,IMPORT,POST FALLS,ID,83854,SEATTLE,WA,98421,315,"$3,100.00","$3,600.00"
1487508,#REF!,1/29/18 0:00,1/29/18 0:00,ETA 2/05,40 HC,APL,IMPORT,POST FALLS,ID,83854,SEATTLE,WA,98421,315,"$2,700.00","$3,400.00"
1487526,#REF!,2/8/18 0:00,2/16/18 0:00,ETA 02/12,40 HC,HAPAG LLOYD,IMPORT,O'FALLON,MO,63366,SAINT LOUIS,MO,63147,30,$700.00,"$1,100.00"
1487539,#REF!,2/8/18 0:00,2/9/18 0:00,ETA 2/1,40FT CONTAINER,COSCO,IMPORT,HAYWARD,CA,94544,"OAKLAND,",CA,94607,22,$700.00,"$1,100.00"
1487552,#REF!,1/29/18 0:00,1/29/18 0:00,ETA 1/31,20FT CONTAINER,COSCO,IMPORT,HOUSTON,TX,77008,SEABROOK,TX,77586,40,$600.00,$800.00
1487559,#REF!,1/29/18 0:00,1/31/18 0:00,lfd 1/30,20 STD,YANG MING,IMPORT,KAUKAUNA,WI,54130,HARVEY,IL,60426,226,"$2,300.00","$2,500.00"
1487571,#REF!,1/30/18 0:00,2/5/18 0:00,ETA 1/27,45 HC,OOCL,IMPORT,DALLAS,TX,75229,HASLET,TX,76052,39,$700.00,$600.00
1487621,#REF!,2/13/18 0:00,2/13/18 0:00,CUT 2/16,20FT CONTAINER,PIL,EXPORT,SAINT PAUL,MN,55104,BLUE EARTH,MN,56013,137,"$1,300.00","$1,400.00"
1487623,#REF!,1/31/18 0:00,2/2/18 0:00,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,FORT LAUDERDALE,FL,33312,MIAMI,FL,33132,27,$700.00,"$1,200.00"
1487639,#REF!,1/29/18 0:00,1/29/18 0:00,LFD 1/31,20FT CONTAINER,NYK,IMPORT,SAGINAW,MI,48601,ELWOOD,IL,60421,321,"$3,200.00","$4,000.00"
1487653,#REF!,1/30/18 0:00,1/31/18 0:00,ETA 1/25,40 HC,OOCL,IMPORT,LONG BEACH,CA,90810,LONG BEACH,CA,90802,7,"$1,500.00","$1,800.00"
1487683,#REF!,1/29/18 0:00,2/14/18 0:00,LFD 2/02,40 HC,YANG MING,IMPORT,CARLISLE,PA,17015,JERSEY CITY,NJ,7305,187,"$4,600.00","$5,400.00"
1487722,#REF!,2/10/18 0:00,2/13/18 0:00,ETA 2/5,40 HC,CANADIAN,IMPORT,STEVENS POINT,WI,54481,CHIPPEWA FALLS,WI,54729,120,"$1,500.00","$1,700.00"
1487734,#REF!,1/31/18 0:00,2/1/18 0:00,LFD 1/29,40 STD,APL,IMPORT,FRAZEYSBURG,OH,43822,COLUMBUS,OH,43228,67,$700.00,"$1,200.00"
1487743,#REF!,1/31/18 0:00,2/1/18 0:00,LFD 1/31,40 HC,SAFMARINE,IMPORT,PASADENA,TX,77507,SEABROOK,TX,77586,6,$600.00,$700.00
1487798,#REF!,2/14/18 0:00,2/20/18 0:00,ETA 2/14,40 HC,YANG MING,IMPORT,CHARLOTTE,NC,28273,MOUNT PLEASANT,SC,29464,205,"$1,400.00","$1,600.00"
1487808,#REF!,1/30/18 0:00,2/1/18 0:00,LFD 1/28,40 HC,HAPAG LLYOD,IMPORT,GAFFNEY,SC,29341,NORTH CHARLESTON,SC,29406,214,"$1,700.00","$2,500.00"
1487815,#REF!,2/14/18 0:00,2/20/18 0:00,ETA 2/14,40 HC,YANG MING,IMPORT,CHARLOTTE,NC,28273,MOUNT PLEASANT,SC,29464,205,"$1,400.00","$1,600.00"
1487820,#REF!,2/14/18 0:00,2/21/18 0:00,ETA 2/14,40 HC,YANG MING,IMPORT,CHARLOTTE,NC,28273,MOUNT PLEASANT,SC,29464,205,"$1,400.00","$1,600.00"
1487841,#REF!,2/2/18 0:00,2/15/18 0:00,LFD 02/12,40 STD,MSC,IMPORT,NACOGDOCHES,TX,75961,HOUSTON,TX,TBD,0,"$1,700.00","$1,800.00"
1487847,#REF!,2/2/18 0:00,2/15/18 0:00,LFD 02/12,40 STD,MSC,IMPORT,NACOGDOCHES,TX,75961,HOUSTON,TX,TBD,0,"$1,700.00","$1,800.00"
1487850,#REF!,1/30/18 0:00,1/31/18 0:00,CUT 1/31,45 HC,MAERSK,EXPORT,HIALEAH GARDENS,FL,33018,MIAMI,FL,33132,19,$800.00,"$1,100.00"
1487852,#REF!,2/2/18 0:00,2/15/18 0:00,LFD 02/12,40 STD,MSC,IMPORT,NACOGDOCHES,TX,75961,HOUSTON,TX,TBD,0,"$2,000.00","$2,100.00"
1487865,#REF!,2/2/18 0:00,2/15/18 0:00,LFD 02/12,40 STD,MSC,IMPORT,NACOGDOCHES,TX,75961,HOUSTON,TX,TBD,0,"$1,700.00","$1,800.00"
1487891,#REF!,1/30/18 0:00,1/31/18 0:00,LFD 1/30,40 HC,CMA,IMPORT,MCMINNVILLE,TN,37110,NASHVILLE,TN,37204,72,$700.00,"$1,200.00"
1487915,#REF!,1/29/18 0:00,1/30/18 0:00,,20FT CONTAINER,MSC,IMPORT,WICHITA,KS,67213,KANSAS CITY,MO,64146,189,"$1,900.00","$2,000.00"
1487927,#REF!,1/29/18 0:00,2/6/18 0:00,,40 HC,MSC,IMPORT,DES MOINES,IA,50316,KANSAS CITY,MO,64146,214,"$2,000.00","$2,400.00"
1487943,#REF!,1/31/18 0:00,2/6/18 0:00,LFD 1/29,20FT CONTAINER,SAFMARINE,IMPORT,MELVINDALE,MI,48122,DETROIT,MI,48209,5,"$1,000.00","$1,300.00"
1487951,#REF!,1/29/18 0:00,2/2/18 0:00,,40 HC,MSC,IMPORT,BAXTER SPRINGS,KS,66713,KANSAS CITY,MO,64146,138,"$2,200.00","$2,300.00"
1487971,#REF!,1/29/18 0:00,2/2/18 0:00,,40 Open Top,MSC,IMPORT,MUSKOGEE,OK,74403,KANSAS CITY,MO,64146,245,"$2,300.00","$2,600.00"
1488014,#REF!,1/29/18 0:00,2/9/18 0:00,ETA 2/3,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$900.00,"$1,000.00"
1488027,#REF!,1/30/18 0:00,2/1/18 0:00,ETA 1/30,40 HC,APL,IMPORT,RIPCON,CA,95366,OAKLAND,CA,94607,73,"$1,600.00","$1,900.00"
1488028,#REF!,1/31/18 0:00,1/31/18 0:00,CUT 1/30,40 HC,COSCO,EXPORT,HOUSTON,TX,77055,LA PORTE,TX,77571,35,$600.00,$700.00
1488030,#REF!,2/1/18 0:00,2/5/18 0:00,CUT 1/30,40 HC,COSCO,EXPORT,HOUSTON,TX,77055,LA PORTE,TX,77571,35,$600.00,$900.00
1488077,#REF!,1/30/18 0:00,2/12/18 0:00,CUT 1/30,20FT CONTAINER,HAPAG LLOYD,EXPORT,GARDEN CITY,GA,31408,JACKSONVILLE,FL,32254,143,"$1,500.00","$1,800.00"
1488082,#REF!,1/30/18 0:00,2/9/18 0:00,CUT 1/30,20FT CONTAINER,HAPAG LLOYD,EXPORT,GARDEN CITY,GA,31408,JACKSONVILLE,FL,32254,143,"$1,500.00","$1,800.00"
1488085,#REF!,1/30/18 0:00,2/2/18 0:00,ETA 1/30,40FT CONTAINER,NYK,IMPORT,MIDWAY,TN,37809,SAVANNAH,GA,31408,374,"$2,800.00","$3,000.00"
1488092,#REF!,2/1/18 0:00,2/6/18 0:00,LFD 2/8,20 STD,MOL,IMPORT,WESTFIELD,MA,1085,BOSTON,MA,2127,107,"$1,100.00","$1,100.00"
1488096,#REF!,2/1/18 0:00,2/5/18 0:00,LFD 2/8,20 STD,MOL,IMPORT,WESTFIELD,MA,1085,BOSTON,MA,2127,107,"$1,100.00","$1,100.00"
1488123,#REF!,1/30/18 0:00,2/14/18 0:00,ETA 1/31,20FT CONTAINER,MSC,IMPORT,NILES,MI,49120,BEDFORD PARK,IL,60000,0,"$2,000.00","$2,200.00"
1488155,#REF!,2/2/18 0:00,2/5/18 0:00,CUT: 02/05,40 HC,HAPAG LLOYD,EXPORT,WYOMING,MI,49519,DETROIT,MI,48223,149,"$1,200.00","$1,400.00"
1488168,#REF!,2/8/18 0:00,2/9/18 0:00,LFD 2/08,40FT REEFER,APL,IMPORT,WINTER HAVEN,FL,33880,SAVANNAH,GA,31408,331,"$4,200.00","$5,200.00"
1488179,#REF!,1/30/18 0:00,2/5/18 0:00,lfd 1/31,20FT CONTAINER,MSC,IMPORT,ST LOUIS,MO,63132,EAST SAINT LOUIS,IL,62201,17,$800.00,$900.00
1488184,#REF!,1/30/18 0:00,2/5/18 0:00,lfd 1/31,20FT CONTAINER,MSC,IMPORT,ST LOUIS,MO,63132,EAST SAINT LOUIS,IL,62201,17,$800.00,$900.00
1488187,#REF!,1/30/18 0:00,2/5/18 0:00,LFD 1/31,20FT CONTAINER,MSC,IMPORT,ST LOUIS,MO,63132,EAST SAINT LOUIS,IL,62201,17,$900.00,"$1,000.00"
1488208,#REF!,1/31/18 0:00,2/2/18 0:00,LFD 02/01,40FT CONTAINER,HAPAG LLOYD,IMPORT,NORCROSS,GA,30071,GARDEN CITY,GA,31408,265,"$2,200.00","$2,500.00"
1488265,#REF!,1/31/18 0:00,2/2/18 0:00,LFD 2/03,40 HC,CMA,IMPORT,MOUNT HOREB,WI,53572,BEDFORD PARK,IL,60638,168,"$1,800.00","$2,100.00"
1488282,#REF!,2/2/18 0:00,2/7/18 0:00,ETA 2/2,40 HC,HAPAG,IMPORT,TACOMA,WA,98021,TACOMA,WA,98421,48,"$1,200.00","$1,300.00"
1488291,#REF!,1/30/18 0:00,1/30/18 0:00,LFD 01/30,40 STD,HAPAG,IMPORT,KENT,OH,44240,MAPLE HEIGHTS,OH,44137,28,$900.00,"$1,200.00"
1488298,#REF!,2/2/18 0:00,2/7/18 0:00,ETA 2/2,40 HC,HAPAG,IMPORT,TACOMA,WA,98021,TACOMA,WA,98421,48,"$1,200.00","$1,400.00"
1488299,#REF!,2/8/18 0:00,2/15/18 0:00,LFD 2/15,40 STD,MAERSK,IMPORT,MECHANICSBURG,PA,17055,BALTIMORE,MD,21224,87,"$1,200.00","$1,300.00"
1488301,#REF!,2/8/18 0:00,2/16/18 0:00,LFD 2/15,40 STD,MAERSK,IMPORT,MECHANICSBURG,PA,17055,BALTIMORE,MD,21224,87,"$1,200.00","$1,300.00"
1488302,#REF!,2/8/18 0:00,2/19/18 0:00,LFD 2/15,40 STD,MAERSK,IMPORT,MECHANICSBURG,PA,17055,BALTIMORE,MD,21224,87,"$1,300.00","$1,400.00"
1488307,#REF!,1/30/18 0:00,2/6/18 0:00,eta 1/31,40FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1488314,#REF!,2/2/18 0:00,2/7/18 0:00,eta 2/2,40 HC,HAPAG,IMPORT,TACOMA,WA,98021,TACOMA,WA,98421,48,"$1,200.00","$1,300.00"
1488323,#REF!,1/30/18 0:00,2/6/18 0:00,ETA 2/3,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1488328,#REF!,1/30/18 0:00,2/6/18 0:00,ETA 2/3,40FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$800.00
1488340,#REF!,2/1/18 0:00,2/2/18 0:00,,20 STD,HAPAG LLOYD,EXPORT,SAN FRANCISCO,CA,94103,OAKLAND,CA,94607,9,"$3,200.00","$3,600.00"
